"(PDH-CSV 4.0) (Mountain Standard Time)(420)","\\WS2012-JJ\Process(w3wp)\Working Set - Private","\\WS2012-JJ\Process(w3wp)\% Processor Time","\\WS2012-JJ\Process(sqlservr)\Working Set - Private","\\WS2012-JJ\Process(sqlservr)\% Processor Time","\\WS2012-JJ\SQLServer:Transactions\Transactions","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130613245355794176[1660])\SoftConnectsPerSecond","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130613245355794176[1660])\NumberOfPooledConnections","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130613245355794176[1660])\NumberOfActiveConnections"
"11/24/2014 10:43:17.890","24014848"," ","104017920"," ","6"," ","1","0"
"11/24/2014 10:43:18.923","25182208","9.0600202164924415","104235008","1.5100033694154069","6","4.8434448360285529","3","3"
"11/24/2014 10:43:19.925","56193024","105.85514502800334","104505344","12.453546473882746","7","99.781692833188828","5","2"
"11/24/2014 10:43:20.926","88780800","191.6618921306457","104513536","21.815174714057235","6","109.87479434226357","5","0"
"11/24/2014 10:43:21.929","117026816","195.94985725539175","104665088","31.103151945300272","9","118.62120065834473","6","3"
"11/24/2014 10:43:22.932","117063680","122.85658061544133","104673280","18.661759080826531","6","123.61954529953044","6","1"
"11/24/2014 10:43:23.935","118308864","182.13524363226759","104673280","29.577518196693024","7","122.7387355667687","6","2"
"11/24/2014 10:43:24.936","138559488","176.06910758065138","104673280","21.813871735655923","8","121.8493454501547","6","2"
"11/24/2014 10:43:25.938","174100480","175.91961519078293","104673280","31.136215078014679","9","121.76137859118487","6","3"
"11/24/2014 10:43:26.940","179650560","166.56641678538057","104755200","24.90712774360831","7","112.75260571795889","7","1"
"11/24/2014 10:43:27.942","179597312","177.46590608816717","104763392","20.23734016794889","7","121.74316748936081","7","2"
"11/24/2014 10:43:28.944","179671040","175.90597532642133","104763392","28.020420848456496","7","118.75303362004779","7","1"
"11/24/2014 10:43:29.946","179576832","188.3604730934936","104763392","32.690660619531947","7","122.73239736381991","7","3"
"11/24/2014 10:43:30.947","179535872","174.52380338788964","104792064","35.839709624298763","8","125.86754097884862","7","3"
"11/24/2014 10:43:31.950","179490816","165.01006708630072","104800256","23.35048119145765","9","117.74085496178523","7","3"
"11/24/2014 10:43:32.954","179625984","156.91189686504867","104800256","34.17882902010961","6","120.50560331998717","7","3"
"11/24/2014 10:43:33.955","179539968","163.61853352585192","104800256","28.048891461574616","7","117.86718499399413","7","1"
"11/24/2014 10:43:34.957","179486720","168.12344780183594","104800256","28.020574633639324","10","124.73929484067756","7","4"
"11/24/2014 10:43:35.958","179646464","172.96531326538357","104800256","26.490183112716402","7","115.86026220734348","7","2"
"11/24/2014 10:43:36.962","179687424","166.2350346355625","104800256","23.303976818069508","7","121.50246393306556","7","2"
"11/24/2014 10:43:37.964","179695616","177.46112474746579","104800256","24.906824525960108","6","117.73310984501175","7","0"
"11/24/2014 10:43:38.966","179687424","174.35387842587159","104800256","20.237503745860096","6","124.74776315905947","7","1"
"11/24/2014 10:43:39.969","179712000","175.90539607398597","104800256","21.793588894122156","8","124.73127968885973","7","2"
"11/24/2014 10:43:40.972","179703808","175.73233548949986","104808448","27.992761405407052","7","116.63816393106596","7","1"
"11/24/2014 10:43:41.974","179703808","174.34885033476522","104808448","23.350292455548914","8","120.73470404348764","7","3"
"11/24/2014 10:43:42.978","179703808","164.68330585475474","104808448","21.750625301571382","7","115.53926091302449","7","1"
"11/24/2014 10:43:43.979","179703808","163.61367961410593","104808448","21.81515728188079","6","111.87290809843645","7","3"
"11/24/2014 10:43:44.981","179716096","174.3517036103903","104808448","21.793962951298788","8","121.7272181574892","7","3"
"11/24/2014 10:43:45.986","179716096","153.65391319504968","104808448","27.937075126372669","6","111.43706234177941","7","1"
"11/24/2014 10:43:46.989","179720192","82.504613662748284","104808448","29.57712565268335","6","126.74195174405945","7","0"
"11/24/2014 10:43:47.990","179814400","160.5004830066658","104808448","24.932113865113134","7","121.85047590813176","7","2"
"11/24/2014 10:43:48.992","179712000","165.00262479815098","104808448","32.689199252463872","7","119.72191218747558","7","1"
"11/24/2014 10:43:49.994","179712000","171.24468842997069","104808448","34.248937685994143","7","127.71249440695539","7","2"
"11/24/2014 10:43:50.996","179757056","154.11225315279978","104808448","24.907030812573698","6","117.78923576736987","7","1"
"11/24/2014 10:43:51.997","179716096","163.61742216710186","104808448","20.257395125450707","6","118.86204605045708","7","1"
"11/24/2014 10:43:52.999","179724288","160.34096285188744","104808448","32.690875921258602","6","121.74270931195306","7","1"
"11/24/2014 10:43:54.001","179912704","165.00870042112075","104808448","23.350287795441613","6","120.74394307882389","7","0"
"11/24/2014 10:43:55.004","179916800","177.46441853233955","104808448","21.793875960111876","6","124.73790385109281","7","1"
"11/24/2014 10:43:56.006","179826688","163.45141108654477","104808448","32.690282217308955","6","125.73022521165731","7","0"
"11/24/2014 10:43:57.008","179740672","177.46603005227851","104808448","17.123915180483014","6","121.74569601190069","7","3"
"11/24/2014 10:43:58.010","180146176","146.32949230857045","104808448","23.350450900303795","7","114.75584034282265","7","1"
"11/24/2014 10:43:59.012","180150272","154.11265299279884","104808448","26.463788897753339","6","121.7411142026959","7","1"
"11/24/2014 10:44:00.013","180150272","160.501092225506","104808448","31.165260626311841","6","120.86702936779665","7","0"
"11/24/2014 10:44:01.015","180150272","180.57700048915936","104894464","38.917457001974","6","124.73220111811891","7","1"
"11/24/2014 10:44:02.027","179752960","156.74447593039099","104898560","33.807632063417671","6","85.706670398542911","7","0"
