"(PDH-CSV 4.0) (Mountain Standard Time)(420)","\\WS2012-JJ\Process(w3wp)\Working Set - Private","\\WS2012-JJ\Process(w3wp)\% Processor Time","\\WS2012-JJ\Process(sqlservr)\Working Set - Private","\\WS2012-JJ\Process(sqlservr)\% Processor Time","\\WS2012-JJ\SQLServer:Transactions\Transactions","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130614158510389787[1576])\SoftConnectsPerSecond","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130614158510389787[1576])\NumberOfPooledConnections","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130614158510389787[1576])\NumberOfActiveConnections"
"11/25/2014 12:04:48.752","36352000"," ","103485440"," ","6"," ","1","0"
"11/25/2014 12:04:49.771","36352000","0","103485440","0","6","0","1","0"
"11/25/2014 12:04:50.779","50503680","34.078727910408475","103964672","6.1961323473469951","7","4.9651242378588503","5","5"
"11/25/2014 12:04:51.780","129372160","305.41555767448563","104013824","6.232970564785421","9","28.966463819372727","5","5"
"11/25/2014 12:04:52.781","183676928","308.53869984255516","104013824","6.2331050473243472","10","54.938316993920019","5","4"
"11/25/2014 12:04:53.784","185667584","355.92306117375949","104013824","6.2169967017250558","7","82.695702353935914","5","2"
"11/25/2014 12:04:54.785","185450496","343.01498242259373","104030208","3.1183180220235798","8","81.957316103988944","5","4"
"11/25/2014 12:04:55.786","185946112","377.09656484931571","104300544","1.5582502679723786","7","84.904837567813217","8","4"
"11/25/2014 12:04:56.787","185720832","310.08879885810063","104456192","9.3494110208472545","8","70.916523811523575","9","6"
"11/25/2014 12:04:57.788","186077184","364.63675453792746","104595456","10.907937101561933","8","45.950035821054215","10","5"
"11/25/2014 12:04:58.790","185749504","339.70018713956154","104603648","3.1165154783446014","12","80.908407048252982","10","8"
"11/25/2014 12:04:59.791","186269696","310.09146261066491","104603648","7.7912427791624346","6","57.934330049161424","10","1"
"11/25/2014 12:05:00.792","186146816","308.53379960714335","104611840","10.907760592171734","9","57.934903965797211","10","4"
"11/25/2014 12:05:01.793","185921536","356.83613910646903","104611840","12.465891322496734","8","45.946641210681022","10","4"
"11/25/2014 12:05:02.795","185729024","344.03509183341009","104611840","6.2268794901974678","8","70.852630558446606","10","4"
"11/25/2014 12:05:03.795","186322944","347.83492445027474","104611840","9.3587872049401284","10","75.988191674746631","10","4"
"11/25/2014 12:05:04.796","186064896","361.51142611307989","104615936","15.58238905659827","10","54.936040488738989","10","6"
"11/25/2014 12:05:05.798","186073088","364.27252287740316","104620032","7.7836009161838291","10","71.85034961662258","10","7"
"11/25/2014 12:05:06.800","185954304","327.22971258707594","104620032","7.791183633025617","9","64.925140684949639","10","4"
"11/25/2014 12:05:07.803","186298368","314.13748171854593","104620032","9.3308162886696806","7","68.784214937473791","10","3"
"11/25/2014 12:05:08.804","186023936","356.84718879256889","104620032","4.6748540016493738","10","62.929243947323755","10","4"
"11/25/2014 12:05:09.805","185950208","353.72235150938349","104620032","12.465985956277832","12","86.906951611991758","10","7"
"11/25/2014 12:05:10.806","186449920","347.49019156587536","104628224","4.6747559403480992","6","80.907176597167961","10","1"
"11/25/2014 12:05:11.807","185827328","330.34994774886616","104628224","7.7912723525675975","8","79.910401909163753","10","4"
"11/25/2014 12:05:12.808","186167296","384.8903151541449","104628224","7.7913019261972654","9","94.894959400458873","10","4"
"11/25/2014 12:05:13.809","186146816","364.62917867764037","104628224","9.3494661199394962","10","78.909182283303693","10","4"
"11/25/2014 12:05:14.812","186081280","326.90481203592736","104628224","7.7834479056173187","10","59.864768701128959","10","7"
"11/25/2014 12:05:15.814","185724928","322.23734785953326","104628224","10.896915145008371","10","55.887586098259014","10","4"
"11/25/2014 12:05:16.815","186490880","355.28531971228546","104628224","14.024420514958635","8","54.938704095218725","10","2"
"11/25/2014 12:05:17.816","186519552","308.53105677602298","104628224","6.2329506419398575","6","47.940234500067312","10","0"
"11/25/2014 12:05:18.817","186507264","314.76957250966092","104628224","10.907856473107062","8","62.937059336267879","10","2"
"11/25/2014 12:05:19.818","186462208","328.79136485698723","104628224","15.582529140141578","6","60.931473168207994","10","1"
"11/25/2014 12:05:20.819","186544128","328.7920873848571","104714240","6.2330253532674327","6","65.925097359870421","10","2"
"11/25/2014 12:05:21.819","186167296","347.83854147919021","104722432","3.1196281747012575","10","60.99290313596947","10","6"
"11/25/2014 12:05:22.821","185851904","356.8356044615951","104722432","9.3494044837099146","10","54.935366004916901","10","4"
"11/25/2014 12:05:23.823","186400768","362.7144996756366","104722432","14.010431317943045","7","74.845235714748199","10","3"
"11/25/2014 12:05:24.824","186195968","358.39745423569536","104722432","7.791249005123813","6","78.910354819432854","10","1"
"11/25/2014 12:05:25.825","186204160","336.58131823841325","104722432","0","12","53.936853463595916","10","7"
"11/25/2014 12:05:26.827","186130432","386.06036445389543","104722432","3.1133900359185116","11","35.923627498672346","10","6"
"11/25/2014 12:05:27.829","186466304","358.04228364450779","104722432","6.2268223242523097","10","58.876146999993033","10","4"
"11/25/2014 12:05:28.830","186318848","370.86471216116411","104722432","9.3495305586848083","9","78.912149472726611","10","3"
"11/25/2014 12:05:29.831","186507264","352.1670581273695","104722432","9.349567914885915","6","80.880200744969045","10","2"
"11/25/2014 12:05:30.834","186515456","331.57501312700532","104726528","12.453521619793628","7","58.89532000583673","10","5"
"11/25/2014 12:05:31.835","186540032","311.65176574565504","104726528","9.3495529723696507","9","74.912787710564643","10","4"
"11/25/2014 12:05:32.836","186392576","345.92962446918995","104726528","17.140657068293194","10","54.939137195216816","10","4"
"11/25/2014 12:05:33.837","186425344","359.95894001182273","104726528","10.907846667024931","11","81.908059102072428","10","6"
"11/25/2014 12:05:34.838","186118144","297.62690116005427","104726528","4.6747680810479721","12","70.920214523386164","10","8"
"11/25/2014 12:05:35.839","186585088","359.95559617188542","104730624","15.582493340774258","8","61.930963285487422","10","3"
"11/25/2014 12:05:36.840","186748928","363.07416202704917","104730624","6.2330328244986983","10","85.904766781593452","10","4"
"11/25/2014 12:05:37.841","186548224","335.02440997775011","104730624","12.466024557311631","11","84.904263019012063","10","6"
"11/25/2014 12:05:38.843","186572800","335.02340603947238","104730624","6.2329936007343694","6","60.929352117109275","10","3"
"11/25/2014 12:05:39.844","186687488","328.78939434257325","104730624","6.2329743003331428","9","62.927268454115875","10","5"
"11/25/2014 12:05:40.846","186585088","353.37343635102854","104742912","7.7835558667627422","7","43.908568409732517","10","1"
"11/25/2014 12:05:41.847","186343424","305.41732708811378","104759296","12.466013350535256","6","54.9382978306311","10","1"
"11/25/2014 12:05:42.848","186097664","339.69655646909627","104759296","9.3494465083237515","8","50.934974947439947","10","6"
"11/25/2014 12:05:43.851","186761216","343.69099391018074","104759296","9.3309772102311523","10","49.840240332897153","10","5"
"11/25/2014 12:05:44.852","186249216","350.60441916557284","104759296","12.465934903664811","12","52.950895854420395","10","7"
"11/25/2014 12:05:45.854","186789888","335.02327218148997","104767488","6.2329911103533018","11","62.924454687950146","10","6"
"11/25/2014 12:05:46.856","186789888","339.36357762438035","104767488","9.3402819529645971","8","73.849399252643991","10","4"
"11/25/2014 12:05:47.857","186789888","319.44242172162581","104767488","12.466045725721981","6","85.90496455286096","10","4"
"11/25/2014 12:05:48.857","186163200","363.4338842632277","104767488","10.918614548680662","8","58.990973069063642","10","3"
"11/25/2014 12:05:49.858","186478592","370.8651196538774","104767488","14.024311247415532","9","77.914305136735734","10","4"
"11/25/2014 12:05:50.861","186691584","315.69242894299242","104767488","9.3308107076746527","6","67.784958968860394","10","4"
"11/25/2014 12:05:51.863","186789888","337.80713364022375","104767488","7.7835745078392566","7","78.835074999996507","10","3"
"11/25/2014 12:05:52.864","186789888","361.51413439085928","104767488","12.466004634167561","9","67.923756328547867","10","4"
"11/25/2014 12:05:53.865","186789888","371.23519600658756","104767488","6.2392469917073541","10","95.988120630571942","10","4"
"11/25/2014 12:05:54.865","186773504","371.23527024420599","104767488","15.598120598496051","8","96.987475374526127","10","3"
"11/25/2014 12:05:55.865","186368000","374.35560554930635","104767488","6.2392600924884389","9","97.987859458207765","10","5"
"11/25/2014 12:05:56.866","186507264","370.86441580338959","104767488","10.907776935393811","10","98.888404891805962","10","4"
"11/25/2014 12:05:57.867","186507264","378.6548529400601","104767488","7.7912521181082326","8","99.887375226065757","10","7"
"11/25/2014 12:05:58.868","186556416","356.84045196703994","104767488","10.907786741350565","8","88.900018229024781","10","4"
"11/25/2014 12:05:59.868","186556416","372.7951941284233","104767488","4.6794375832019668","6","93.98437770589976","10","3"
"11/25/2014 12:06:00.869","186556416","342.81546986844143","104767488","10.9077649503595","9","88.903255747043644","10","4"
"11/25/2014 12:06:01.870","186773504","332.23830776720547","104767488","3.1196085236357325","9","88.988135478766921","10","4"
"11/25/2014 12:06:02.872","186773504","347.14451319500927","104767488","6.2268074115696725","10","90.806959945550162","10","4"
"11/25/2014 12:06:03.872","186773504","347.83944574817298","104767488","6.2392725694739548","10","89.974606592092101","10","4"
"11/25/2014 12:06:04.873","186417152","353.72266950026557","104767488","6.2329985815024767","6","66.934183927320888","10","2"
"11/25/2014 12:06:05.874","186630144","314.76190090916981","104767488","12.465817857788904","11","72.912641385778556","10","7"
"11/25/2014 12:06:06.875","186773504","321.00619253495574","104767488","6.2331299521350632","6","68.927910149579773","10","3"
