"(PDH-CSV 4.0) (Mountain Standard Time)(420)","\\WS2012-JJ\Process(w3wp)\Working Set - Private","\\WS2012-JJ\Process(w3wp)\% Processor Time","\\WS2012-JJ\Process(sqlservr)\Working Set - Private","\\WS2012-JJ\Process(sqlservr)\% Processor Time","\\WS2012-JJ\SQLServer:Transactions\Transactions","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130613479507275998[1580])\SoftConnectsPerSecond","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130613479507275998[1580])\NumberOfPooledConnections","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130613479507275998[1580])\NumberOfActiveConnections"
"11/24/2014 17:13:42.115","427102208"," ","104960000"," ","6"," ","10","0"
"11/24/2014 17:13:43.139","427102208","0","104960000","0","6","0","10","0"
"11/24/2014 17:13:44.141","427147264","277.10357567898825","104984576","1.5567616611179114","7","18.960646360881576","10","1"
"11/24/2014 17:13:45.142","427532288","328.79120064655064","104984576","7.7912606788282144","11","23.973986927046695","10","7"
"11/24/2014 17:13:46.149","427556864","384.52835893377159","104984576","9.3031054580751178","6","26.835704131102386","10","7"
"11/24/2014 17:13:47.151","427556864","381.38982270476293","104992768","3.1133863077939834","9","18.959690969606068","10","4"
"11/24/2014 17:13:48.152","428609536","373.98058729558932","104992768","6.2330097882598219","8","24.971678307994207","10","4"
"11/24/2014 17:13:49.153","428609536","378.65523116819605","104992768","9.3495118806961983","12","27.968642619385356","10","9"
"11/24/2014 17:13:50.154","428609536","388.00586699786732","104992768","6.2330259758693547","12","25.970692193807626","10","10"
"11/24/2014 17:13:51.155","428609536","364.63045343979439","104992768","6.2329992040990501","13","20.976316603492059","10","9"
"11/24/2014 17:13:52.157","428077056","364.26387167983302","104992768","6.2267328492279148","10","21.953055579986557","10","9"
"11/24/2014 17:13:53.158","428048384","364.63722803964794","104992768","7.791393761530939","12","21.974506639127142","10","6"
"11/24/2014 17:13:54.160","428937216","373.9773000030865","104992768","4.674716250038581","11","25.971422362386878","10","7"
"11/24/2014 17:13:55.161","428937216","375.53838960429778","104992768","6.2330023170837805","12","21.973096416354934","10","7"
"11/24/2014 17:13:56.163","428937216","384.505165819534","104992768","4.6701032285773358","8","24.947092200143484","10","4"
"11/24/2014 17:13:57.165","428937216","379.83536581471691","104992768","6.226809275651096","8","23.950825982672892","10","4"
"11/24/2014 17:13:58.167","428937216","361.15165847597808","105021440","9.3401290985166749","12","25.944842082374471","10","8"
"11/24/2014 17:13:59.174","429236224","388.79471927296765","105021440","4.6469488359318838","9","20.851936799060795","10","6"
"11/24/2014 17:14:00.175","429236224","386.4471472885794","105021440","3.1165092523272535","12","27.968593840015991","10","9"
"11/24/2014 17:14:01.176","429236224","373.97793504372538","105021440","3.1164827920310447","11","22.973131497155968","10","8"
"11/24/2014 17:14:02.178","429236224","377.09400350262069","105021440","7.7911984194756343","11","22.974565912408032","10","7"
"11/24/2014 17:14:03.179","429219840","342.82242132165987","105037824","9.3497023996816324","9","27.969091397567031","10","9"
"11/24/2014 17:14:04.181","428449792","351.81072193580076","105037824","12.453476882683212","10","15.965532590182891","10","4"
"11/24/2014 17:14:05.187","429031424","369.02285307064847","105037824","6.2020647574898895","10","23.854520575160834","10","4"
"11/24/2014 17:14:06.189","429191168","392.28730110721261","105037824","4.6700869179430073","10","26.942769444866862","10","4"
"11/24/2014 17:14:07.190","429772800","386.44679987781774","105037824","4.6747596759413437","10","21.974995660809832","10","4"
"11/24/2014 17:14:08.191","429772800","364.63278445649843","105037824","12.466078101076871","10","27.967998745409961","10","8"
"11/24/2014 17:14:09.193","429772800","383.32994881874782","105037824","6.233007297865818","10","22.974222918612039","10","7"
"11/24/2014 17:14:10.202","429772800","380.28253257268068","105037824","9.2751837212848933","11","26.755244352579066","10","7"
"11/24/2014 17:14:11.203","429772800","383.33603699244958","105037824","6.2331062925601559","11","25.971096227426667","10","7"
"11/24/2014 17:14:12.204","429813760","381.77192579927618","105046016","6.2330110334575703","12","24.971897811772088","10","7"
"11/24/2014 17:14:13.205","429813760","373.98170797669701","105046016","10.907799815986996","10","24.972126030109052","10","6"
"11/24/2014 17:14:14.206","429830144","375.54127801083865","105046016","4.6747876930809795","7","19.977781659739598","10","4"
"11/24/2014 17:14:15.207","429830144","389.56210004589809","105046016","3.1164968003671847","9","27.968346043447276","10","4"
"11/24/2014 17:14:16.208","429830144","367.74665917646689","105046016","7.7912427791624346","7","23.973000157803241","10","4"
"11/24/2014 17:14:17.210","429830144","386.44896155492768","105046016","4.674785825261222","8","24.972016275731683","10","4"
"11/24/2014 17:14:18.211","429830144","380.21116647386867","105046016","9.3494549132918525","8","23.972286055136152","10","5"
"11/24/2014 17:14:19.212","429580288","361.51658993112028","105046016","6.233044653984833","12","27.969188959947054","10","8"
"11/24/2014 17:14:20.213","429580288","391.121793962563","105046016","6.2330166368535931","12","22.974083480137057","10","7"
"11/24/2014 17:14:21.214","429826048","364.63325794790825","105046016","10.907832502715204","8","21.97518728966168","10","3"
"11/24/2014 17:14:22.216","429826048","375.16293777959169","105046016","3.113385375764246","11","26.940471300750996","10","9"
"11/24/2014 17:14:23.217","429830144","375.53651403942786","105046016","4.6747283905322972","10","25.970665017109596","10","10"
"11/24/2014 17:14:24.218","429830144","378.6561767418417","105046016","4.6747676140968117","9","22.975513205483121","10","4"
"11/24/2014 17:14:25.220","429830144","377.09626351260442","105054208","10.907743159455499","14","27.968463112145152","10","9"
"11/24/2014 17:14:26.221","429830144","372.42616651630141","105054208","4.6748054374431138","11","23.973520292144656","10","6"
"11/24/2014 17:14:27.222","429830144","369.31033046430099","105054208","3.1165428731164639","8","46.949683347257562","10","6"
"11/24/2014 17:14:28.223","429830144","350.60680058961498","105054208","10.907767129454687","9","60.931519926509004","10","4"
"11/24/2014 17:14:29.224","429830144","359.95394225251454","105054208","6.2329686970132387","10","36.957346523698952","10","4"
"11/24/2014 17:14:30.225","430071808","372.42404606905063","105054208","6.2330384279339022","9","52.941077077930721","10","3"
"11/24/2014 17:14:31.226","429551616","367.74992845523747","105054208","7.7913120435431669","10","58.934373666643317","10","6"
"11/24/2014 17:14:32.227","430247936","375.53835209281681","105054208","9.349502541729878","8","59.93259655889311","10","4"
"11/24/2014 17:14:33.229","429780992","331.90840114031602","105054208","3.1165108088292581","9","40.953766701845581","10","4"
"11/24/2014 17:14:34.230","429989888","381.77059110733938","105054208","7.7912365532110073","6","60.930674037430478","10","2"
"11/24/2014 17:14:35.231","429699072","356.84169950813219","105054208","4.674782089626186","9","61.930241766815676","10","4"
