"(PDH-CSV 4.0) (Mountain Standard Time)(420)","\\WS2012-JJ\Process(w3wp)\Working Set - Private","\\WS2012-JJ\Process(w3wp)\% Processor Time","\\WS2012-JJ\Process(sqlservr)\Working Set - Private","\\WS2012-JJ\Process(sqlservr)\% Processor Time","\\WS2012-JJ\SQLServer:Transactions\Transactions","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130614270004600152[1608])\SoftConnectsPerSecond","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130614270004600152[1608])\NumberOfPooledConnections","\\WS2012-JJ\.NET Data Provider for SqlServer(_lm_w3svc_2_root-1-130614270004600152[1608])\NumberOfActiveConnections"
"11/25/2014 15:10:42.383","44154880"," ","103804928"," ","6"," ","1","0"
"11/25/2014 15:10:43.399","44154880","0","103804928","0","6","0","1","0"
"11/25/2014 15:10:44.401","113254400","175.91043394255286","104353792","6.2269180156655874","10","48.899834807561362","5","4"
"11/25/2014 15:10:45.402","228888576","277.36821523267946","104353792","20.2572292023867","9","73.917235213208784","5","4"
"11/25/2014 15:10:46.403","369651712","316.32376170749012","104628224","17.140696447203897","11","98.886597463479973","7","5"
"11/25/2014 15:10:47.404","426143744","306.98030092507042","104767488","15.582756392135552","7","72.920322384290301","9","1"
"11/25/2014 15:10:48.406","434810880","260.22675501853752","104775680","14.024196378244536","9","91.893352936912891","9","4"
"11/25/2014 15:10:49.407","468123648","338.12085435796251","104775680","12.465284953288942","7","71.911259667983387","9","2"
"11/25/2014 15:10:50.408","600834048","260.2414680113921","104792064","15.583321437807912","10","117.87878840734496","9","6"
"11/25/2014 15:10:51.409","668229632","285.1614511096783","104792064","14.024333661131719","7","79.907943500637444","9","2"
"11/25/2014 15:10:52.410","667811840","328.79152906758793","104685568","20.257297999424846","7","105.87490089010902","9","2"
"11/25/2014 15:10:53.412","668028928","305.11676009909445","104685568","15.567181637708902","6","83.831314872923528","9","1"
"11/25/2014 15:10:54.413","667824128","291.39413901185338","104685568","18.699089134450482","7","114.87210029327224","9","1"
"11/25/2014 15:10:55.414","667688960","247.75746174287326","104685568","14.024007268464525","8","74.910540631961197","9","4"
"11/25/2014 15:10:56.416","667533312","253.9970009607234","104685568","23.373957143624853","10","111.87591290423559","9","4"
"11/25/2014 15:10:57.417","667832320","331.91231330052057","104828928","24.932380341823141","9","59.936761190925701","10","3"
"11/25/2014 15:10:58.417","667959296","188.73501358011509","104837120","12.478348005296864","9","115.97846187643056","10","5"
"11/25/2014 15:10:59.418","667664384","285.15763428558074","104886272","6.2329537548760809","9","62.928418615076517","10","4"
"11/25/2014 15:11:00.419","668069888","306.98257007053002","104902656","14.024584419465839","7","95.895064605122101","10","1"
"11/25/2014 15:11:01.420","668082176","303.85646519906862","104902656","12.465906264577175","10","93.891578164726553","10","4"
"11/25/2014 15:11:02.460","667967488","334.46139782778386","104902656","16.498095856975887","7","94.208481962720299","10","2"
"11/25/2014 15:11:03.462","667795456","263.34098093387161","104902656","10.907614594894092","10","109.88712114404298","10","6"
"11/25/2014 15:11:04.473","667725824","362.56941785135581","104902656","9.2570915196090837","7","64.271392066170108","10","3"
"11/25/2014 15:11:05.474","668078080","324.11417799655612","104902656","6.2329649614722333","7","108.89938456155986","10","3"
"11/25/2014 15:11:06.475","667992064","302.30278650382132","104902656","15.582617861021719","8","89.900412591257407","10","4"
"11/25/2014 15:11:07.476","667275264","333.46622352621893","104902656","21.815547333490954","9","91.895660778306123","10","7"
"11/25/2014 15:11:08.477","667848704","338.14402353847692","104902656","12.466139116625877","6","68.923394809605682","10","1"
"11/25/2014 15:11:09.478","668090368","314.76551657592609","104902656","15.582451315639906","10","105.87948022941609","10","4"
"11/25/2014 15:11:10.479","667353088","311.65117427312077","104902656","17.140814585021641","9","70.920427270498038","10","7"
"11/25/2014 15:11:11.491","667754496","313.19854185789393","104902656","18.514199518693239","11","94.945860883649189","10","5"
"11/25/2014 15:11:12.505","667754496","204.3834693172121","104902656","7.6835890720756419","6","47.284399015306015","10","1"
"11/25/2014 15:11:13.541","667713536","228.859795801465","104902656","12.045252410603421","7","21.233912949574236","10","4"
"11/25/2014 15:11:14.575","667664384","247.63602229251953","104902656","15.099757456860946","6","59.038836799514172","10","1"
"11/25/2014 15:11:15.576","667791360","266.457841477579","104902656","29.606426830842107","10","82.907365877555023","10","5"
"11/25/2014 15:11:16.577","682934272","327.2360864373199","104902656","14.024403704456564","9","59.93343278394579","10","4"
"11/25/2014 15:11:17.578","683245568","252.43639212054299","104902656","9.3494960044645552","10","94.891397835735106","10","4"
"11/25/2014 15:11:18.589","683597824","327.08668236023885","104902656","15.428617092464098","6","93.917859207077569","10","1"
"11/25/2014 15:11:19.591","683388928","218.15165997965531","104902656","9.3493568562709406","7","113.91165155832968","10","1"
"11/25/2014 15:11:20.609","685051904","274.27122740007394","104902656","10.725690456986131","7","65.809221061380612","10","2"
"11/25/2014 15:11:21.661","685002752","275.78635818635706","104902656","11.861778846725034","6","96.950350509206061","10","2"
"11/25/2014 15:11:22.668","684773376","292.75344547070114","104902656","7.7448001447275425","9","78.438153659243568","10","4"
"11/25/2014 15:11:23.746","684761088","263.34604080520376","104902656","11.575650145283682","6","105.74203355142441","10","1"
"11/25/2014 15:11:24.747","684879872","311.64939986898821","104902656","14.024222994104472","6","72.914670843315932","10","2"
"11/25/2014 15:11:25.748","684580864","257.10959920626163","105058304","10.907679966326251","11","91.895917212283152","10","7"
"11/25/2014 15:11:26.750","684650496","351.81486450185224","105058304","14.010326462463144","7","63.864186606260425","10","4"
"11/25/2014 15:11:27.752","685068288","249.32016739504448","105058304","14.024259415971251","6","103.88418923155638","10","3"
"11/25/2014 15:11:28.753","684888064","308.53645002961184","105058304","10.907854293976175","10","73.917776670705749","10","4"
"11/25/2014 15:11:29.756","684580864","306.36085472655185","105058304","12.441049938134086","11","91.710249726788547","10","6"
"11/25/2014 15:11:30.757","684703744","269.57945056208473","105058304","10.907839040084353","11","82.906943655444579","10","6"
"11/25/2014 15:11:31.758","684986368","291.39026787515803","105058304","20.257077445866603","6","87.898314751906284","10","2"
"11/25/2014 15:11:32.759","684625920","299.18943078556799","105058304","15.582782853415001","8","64.92798516763672","10","3"
